0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,relative_runtime
-1.0847836220231362,-0.8619671877720826,1.9318007390892171,0.19797626495923767,-0.49573911636617607,-0.20769380860294434,2.0658106468165176,-1.7112796882402557,0.7966323611775736,-0.22976579825727875,1.6718302575480946,-0.38084262623440623,0.46766200297031235,-1.651293309940582,-1.536210047259312,-1.4853108920418292,1.01461943067273,-0.020135552345616998,0.6553644891272802,0.44928329763023267,0.07831235221533642,0.9868414054340519,-1.5506352267529557,-1.9860391388283103,0.19541121162936162,1.4118652371399105,0.2882604824348778,0.5268876547297638,-0.21634712875395395,-1.5564615093099243,-0.9135070320426089,-0.33965786080673527,1.2409912570877548,-1.5105127276368273,0.05203798189651951,0.6549545351687126,-1.801594084651626,-0.7924933629440915,-0.9958548175613957,0.14579430971896462,-0.5910244104162204,0.4260723484865668,-1.65294214608265,0.7748410993631712,0.43781988551616385,-0.29121804054469314,0.9833486085241906,1.4821371710964653,0.7743647819111391,0.1402243986219342,82723530340.9625,7543423812.682448,382155849.57898545,-16999127909.564247,685444283.3697535,-109052498.69699576,-48688703.253344715,13511328.976768494,144.78350797947218,-5690927362.624056,1517925020.2787728,61564.92851839521,2701802.984097254,-1304215595.0753417,1.8561083938109144
-1.0865038467356747,-0.8622281115249081,1.9317928120115488,0.1975963821646986,-0.4979488743464267,-0.2084022894625535,2.063336840467067,-1.714990518775182,0.7990029387231892,-0.2289284853920813,1.6729397173308793,-0.38018992429533166,0.4691063517502719,-1.6544889921203438,-1.5367010166416135,-1.4848338369158656,1.0104961844357552,-0.019334562854602395,0.6547871876008379,0.4500376190166937,0.07747325726593043,0.9886283895588908,-1.5528558056740736,-1.989931574121429,0.19525893736135996,1.411057997251462,0.2903941980864701,0.5315247993821788,-0.21589157823342345,-1.5563339771981195,-0.9148918664921947,-0.3406849448505191,1.2417246172269976,-1.511605059768801,0.0529935984935293,0.6566176283940631,-1.8015648504517512,-0.7950958478628272,-0.9974028641542042,0.14593585898700917,-0.591163333904209,0.42205509753423065,-1.6565075145909551,0.7743902471993118,0.43750401158519037,-0.28871450101528323,0.9814546956780819,1.480234961094094,0.7757727341892691,0.14146319569060858,1982583061.8584173,16864759832.837502,77738612.5411011,-49684755450.2838,-325279196.00364953,15005849.875310518,6311748.077361705,11364084.419522217,611.2580645819883,-282139726.21393806,3417095308.8296843,70507.17558943504,2453908.8618977536,-1433928499.4048183,1.2202986291578606
-1.0840845344155714,-0.8621357574944906,1.932230309375413,0.19638436684823837,-0.49606473940771495,-0.20828838570972563,2.0656083708831354,-1.7121866265449857,0.795215963309108,-0.2294707174439937,1.6740509328177622,-0.3786016853327947,0.4661703926643364,-1.6535548344303572,-1.5354799853254337,-1.483636405607736,1.0097051857274013,-0.02005108474536832,0.6574550808683917,0.4493465821763227,0.07704533529989425,0.9876402437522456,-1.5534017758691947,-1.9899445511559104,0.1963921789886092,1.413578520651345,0.286796589297711,0.530076681143548,-0.21584882451800555,-1.5561141016545288,-0.9126515212103885,-0.34143492469969494,1.2444598555467643,-1.514622936625117,0.05381436060541288,0.6563320094509553,-1.8019612759268826,-0.79269514848694,-0.9959509318931502,0.14385374894646644,-0.5905090216992309,0.42210010340064136,-1.6542229032505216,0.7749076727461923,0.4396707918811365,-0.28995755168754056,0.9815397075355364,1.483295574544961,0.7750851479605474,0.1371325430837185,30086552388.136803,-224827694918.45084,-5253310191.266654,-154596637791.3962,7747953245.719368,10829140.187443338,-86907297.7697325,4373116.013571899,631.1490014965455,-2583982466.2947097,399471223.71886,44478.13012089358,2068273.094178841,-3347765189.604384,1.6593712677367032
-1.0874234485708558,-0.8628913359252534,1.9327305064388958,0.1965928150578219,-0.4958827207205457,-0.206684187318905,2.062168922912281,-1.7133115629214128,0.7983277986656182,-0.22750449511311954,1.6748868259321916,-0.38035884272436793,0.46858639722138085,-1.6540189774848637,-1.5360990903009677,-1.4867119123198647,1.0128997986100508,-0.0217478292376881,0.6542198857086607,0.44854929102541385,0.07841589711963,0.9865808947949241,-1.5505819916896404,-1.9901628912372984,0.19562694933903818,1.41087328360014,0.29128179254903935,0.5287168562617885,-0.21659648939600237,-1.5573207967490688,-0.9142933271714082,-0.3404037541845966,1.2390008653926672,-1.511946959979195,0.05331776288382787,0.6565579991238585,-1.801660083874159,-0.792763540001164,-0.9997725401414306,0.14628636120991137,-0.5913626467757371,0.42190427888928883,-1.6571970527149287,0.7734524091663293,0.4384620237058915,-0.29048408879652826,0.9835225181080163,1.4839488861965269,0.7758577332351908,0.13869635109383646,-12642803093.69579,1121308211.0748444,6134174633.195367,-58227356702.24838,1001882827.0701709,-77172284.58794057,115240126.87857431,340716234.5345292,510.26503938498126,-1351496331.157778,1886421976.9262977,45077.208442128525,1777394.1883412711,2638264971.1801934,1.6146167499549324
-1.0879099234054068,-0.8618134404107491,1.9333903468475622,0.19843641095837516,-0.4950744453108438,-0.20926403670507118,2.064025628999905,-1.7139144253483476,0.7961550761478355,-0.22933050243885308,1.6739827493162431,-0.38015381638783635,0.467540949359459,-1.6553461731105636,-1.536696586180644,-1.4849769225196265,1.0102509913816777,-0.02142044047576209,0.6559721556169501,0.4481897912630461,0.07634445856177795,0.9876690132137693,-1.5505848855819564,-1.9867574924188571,0.19492863088931367,1.4108079089107126,0.28851286473880433,0.528777844515332,-0.21753077582460503,-1.557557419935938,-0.9156570630210418,-0.33952742892095605,1.2411609259232061,-1.5123281900811076,0.051539189617604945,0.6553138060705177,-1.8007349257936833,-0.796214363506669,-0.9973918888634841,0.14412971501109034,-0.5896257509542694,0.42156888425876804,-1.65654324560645,0.7723290834325084,0.4396696841785428,-0.29035872445430266,0.9816903352886399,1.4816193471982668,0.7793073147208278,0.1373236744976798,19982527692.547733,-59287192845.12565,-355262860.63900983,682884000664.8583,1288474024.8470008,-32997172.427449133,130490096.58626631,19331836.209842414,777.3811892952217,288050415.93645895,7405277054.7540245,65928.68162774752,1752899.29279503,232687913.22207946,1.6410302210384455
-1.0862727072342369,-0.8628215446346056,1.9338215571846555,0.19956507787844283,-0.49636020083999177,-0.20773309598346815,2.063147103646682,-1.7136981949770018,0.7964530438507694,-0.2255331357070094,1.6749638686668566,-0.38316796730101665,0.4685761023395194,-1.6541912200698974,-1.535873869145328,-1.485239662481925,1.0112541179174128,-0.019548412843159287,0.6556067215526025,0.4505511753059744,0.07860746657154362,0.9891166952488263,-1.5533793792717114,-1.9909059545475705,0.19413302363968493,1.4113442113193844,0.2882442085271403,0.529024211513451,-0.21538148327089227,-1.5575190226075366,-0.9146504715334759,-0.34029491543849333,1.244498884134326,-1.5122739515253707,0.054165741117120796,0.6570298310315867,-1.803092588959855,-0.7929289174972449,-0.9989101654722936,0.14217061880414925,-0.5917491062104804,0.42159281899722906,-1.6583442343962842,0.7734143115113261,0.4419375434790123,-0.2898783916723822,0.9827796258462652,1.4821970880146977,0.7739085578715884,0.13987599434575765,16997652791.14926,45718260857.6845,-3424278594.6775036,-101261817541.3679,-198898464.59075427,348602315.0371631,162153401.93873164,2321407.471648738,-268.97898547615705,-2205989302.8787785,2901332108.2902946,54346.8299783693,1754247.0580764583,1156969736.5860517,1.1674120129137309
-1.0845301260476061,-0.8621551122264541,1.9332527535479007,0.19792089071935481,-0.49556870795587843,-0.2058100596990087,2.0647979957796805,-1.7172013198471372,0.797311650196803,-0.2284063347189777,1.6733323724519882,-0.38122158217278346,0.4678439969661639,-1.651847977681482,-1.5369465090196839,-1.4854997971608002,1.0094398761210344,-0.020660920606059112,0.656840686074719,0.45041910098169385,0.07769578776675104,0.9899307339556626,-1.5498048398023747,-1.9895112670684183,0.19657740304848514,1.4107789671923074,0.28856032040321794,0.5330103773197149,-0.21711207775452482,-1.5583686010012727,-0.913155341025934,-0.34196351928261154,1.241554341539812,-1.513269683637471,0.054478913328769724,0.6562363862085456,-1.804225735374122,-0.792798636671084,-0.9971166065561876,0.1446230051515984,-0.5915710266911158,0.42108776170408646,-1.6583534593986906,0.7724560202739132,0.4398737156413204,-0.2901440204023838,0.9807361019295298,1.482888848852256,0.7757149837594625,0.13929401503752917,-1000027710.5078487,-4180650934.408368,9116685221.357773,-56789126265.96837,-676217520.7067634,219865505.11140606,509894841.9025344,-18152028.564617205,-327.0867788266409,-11645530662.5398,1517477659.5584981,57590.31929802721,1971984.2105389913,2711347663.755004,1.5154161983935908
-1.0857574324525376,-0.8635458360503038,1.9307418530941025,0.19601451471953515,-0.49870155562375595,-0.20585141020218267,2.063327143126741,-1.7137338992047462,0.7960227331307723,-0.22896307466706925,1.6737560758568952,-0.38329020819155246,0.46870540005524286,-1.6540417868175221,-1.5376125443867878,-1.4854229175984752,1.0114359936395232,-0.023528884796619787,0.6546779310822977,0.44907746917528113,0.07783927239152347,0.9866553137276775,-1.5511331321826314,-1.987373812050698,0.19408323546102751,1.4137287298458494,0.28817842188869996,0.531706973671237,-0.21520859268435436,-1.5584201068570693,-0.9135286830671191,-0.3413451825477285,1.2428598373115916,-1.5139396137250962,0.05263355220282036,0.6536101058476507,-1.8009234922223152,-0.7913685682515699,-0.9980078959084839,0.14537166103805152,-0.5899050321194664,0.42485631564813203,-1.6546906065981384,0.7746309507429007,0.4369210953462766,-0.2902652571016873,0.982097636859743,1.4819253647512052,0.7778616518124527,0.13946820092826454,23236621581.341167,-33762545189.276794,4148496536.3031573,14072302093.649498,4090342748.8643856,-260265086.45644617,148997149.8191235,-19595637.221785225,32.85743809813769,-2415756737.4759545,-970821022.2833662,47350.40192724444,2469402.77832454,546096215.3469483,1.4923497845166172
-1.0876666441031544,-0.8606961620115677,1.9330762273977675,0.19815779016945825,-0.4962439234850242,-0.20631886739366756,2.062072229703065,-1.7135478579583407,0.7959509589060226,-0.2258723485237016,1.6747827236097539,-0.3829060972417933,0.4684309193131411,-1.6554912567310944,-1.53673007471203,-1.4843263832837523,1.009236328817727,-0.02228486434956589,0.6584242148553946,0.45009709221913546,0.0757855406531152,0.9864183865580759,-1.550174897898305,-1.986758212426999,0.1936444276520637,1.4132607847751821,0.28844277983111904,0.5306691200200683,-0.21433148300550273,-1.5582173548005418,-0.9138999000244229,-0.34147864321088195,1.2438134335881175,-1.5107555231872491,0.05026521440930904,0.6558972225415519,-1.8047821949825829,-0.7918845876744943,-0.9961323391208008,0.14416542445079933,-0.5917125430276977,0.42113721398764825,-1.6565854918687015,0.7751952303944968,0.44185116160283056,-0.288648458029719,0.9808705438250666,1.4836225582877487,0.7756573274361875,0.13954432297959724,191626659.17670202,-35883156154.51983,-6490746294.294589,39795639289.35216,651343792.9609188,-247798751.32893652,409303825.2460184,-20800148.711613733,255.94973663313306,-3630083869.166772,2763797864.371531,69038.55492386605,2110389.2907753955,-1677255455.6328664,1.9951856284228997
-1.0873622703426635,-0.8612810131413354,1.933915926236241,0.19883544384975899,-0.49492641014609934,-0.20689076722848787,2.065344596797205,-1.714490232671546,0.7954023032098128,-0.22731079679209895,1.673978437187249,-0.3788756231570781,0.4664946511611666,-1.655379830754182,-1.537339210684509,-1.485777191653094,1.0121153817975412,-0.023197143665840022,0.6566896981646797,0.44910673240492466,0.07728361618263592,0.9861083544531093,-1.5507454459999495,-1.9876935601891819,0.19571926144080298,1.4112896325592181,0.28815164753223427,0.5307173966707956,-0.2138470335286973,-1.5561446382340614,-0.914122606392648,-0.340008693334246,1.2418668725342457,-1.515318968798584,0.05262225196504179,0.6551574618114914,-1.8047593247660265,-0.794132730695722,-0.9973924930728398,0.14275066223154168,-0.5887985303157786,0.42190248713819645,-1.6543750272741844,0.7728757710225098,0.4386688354459833,-0.2901235254440035,0.9811031609621068,1.481643178221547,0.7756215303830647,0.13744369899304612,4439242137.774355,-19184186344.072414,-4562223653.561636,-94430057729.87901,4322427379.451802,-107436604.48611116,-84384263.39490287,7457411.482025181,27.77842658787904,-1922209146.51895,811275435.3910524,55307.313962929424,2467392.2197172362,794641685.2171179,1.8864490794164066
