0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,relative_runtime
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,223687500.0,873687500.0,209062500.0,2109937500.0,4437500.0,3187500.0,0.0,0.0,857.28125,314926430.0,63640036.0,69912.75,2106187.0,25312500.0,2.2847402
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,298750000.0,1188250000.0,303375000.0,2954750000.0,8312500.0,10000000.0,0.0,0.0,922.28125,438657540.0,120223280.0,69912.75,2106187.0,54187500.0,1.3848244
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,69437500.0,126250000.0,49562500.0,386250000.0,0.0,0.0,0.0,0.0,887.59375,33003590.0,15952203.0,69912.75,2106053.2,4250000.0,1.3747978
1.462377,0.050236,-1.8190855,0.14682958,0.78038555,0.58769304,1.1901928,1.0674783,-1.1537688,-0.11584386,1.3288713,1.4689897,-0.04865754,0.017062917,-0.918101,0.4582091,-0.36046425,0.4798558,-0.55622596,0.051253702,-0.38981643,2.544268,-0.8273416,0.38716254,-0.592583,0.67196256,1.1572475,0.13396041,-0.19911881,0.15652034,1.2993329,0.30563807,0.24199927,0.014498274,1.9370009,-0.34801146,-1.5957254,2.0266876,-1.9181638,0.22244246,1.7535532,0.5311831,-0.7806402,0.15848096,-1.2767642,-1.7045444,0.48981464,-0.26052722,-0.10677886,-2.1068425,32.0,16843750.0,27312500.0,9187500.0,78437500.0,593750.0,0.0,0.0,0.0,0.75,1811949.4,4322019.5,113046.766,10181.875,750000.0,1.0090467
1.462377,0.050236,-1.8190855,0.14682958,0.78038555,0.58769304,1.1901928,1.0674783,-1.1537688,-0.11584386,1.3288713,1.4689897,-0.04865754,0.017062917,-0.918101,0.4582091,-0.36046425,0.4798558,-0.55622596,0.051253702,-0.38981643,2.544268,-0.8273416,0.38716254,-0.592583,0.67196256,1.1572475,0.13396041,-0.19911881,0.15652034,1.2993329,0.30563807,0.24199927,0.014498274,1.9370009,-0.34801146,-1.5957254,2.0266876,-1.9181638,0.22244246,1.7535532,0.5311831,-0.7806402,0.15848096,-1.2767642,-1.7045444,0.48981464,-0.26052722,-0.10677886,-2.1068425,1.0,13726027.0,17315068.0,2520548.0,48082190.0,0.0,0.0,0.0,0.0,0.0,6983.616,14196.191,679.16437,29.60274,27397.26,1.0158467
1.462377,0.050236,-1.8190855,0.14682958,0.78038555,0.58769304,1.1901928,1.0674783,-1.1537688,-0.11584386,1.3288713,1.4689897,-0.04865754,0.017062917,-0.918101,0.4582091,-0.36046425,0.4798558,-0.55622596,0.051253702,-0.38981643,2.544268,-0.8273416,0.38716254,-0.592583,0.67196256,1.1572475,0.13396041,-0.19911881,0.15652034,1.2993329,0.30563807,0.24199927,0.014498274,1.9370009,-0.34801146,-1.5957254,2.0266876,-1.9181638,0.22244246,1.7535532,0.5311831,-0.7806402,0.15848096,-1.2767642,-1.7045444,0.48981464,-0.26052722,-0.10677886,-2.1068425,1.0,25013698.0,31561644.0,4465753.5,87369864.0,0.0,0.0,0.0,0.0,0.0,49155.355,43251.07,679.16437,29.616438,0.0,0.49242565
-0.27331996,0.944613,-0.4688133,-0.11682805,1.1431668,-0.07012102,0.63626236,-0.99208295,0.033794545,-1.1264728,-0.22562572,-0.14331047,0.5768224,-0.89092064,-1.0416397,1.2640558,0.16048265,1.4316815,0.16769195,-0.13420852,0.106413305,-0.37038893,0.05115157,-0.24295865,-0.99711686,-0.51490384,1.4028019,-3.2053711,-0.64833456,-0.05578716,0.16624469,-0.41968265,-0.14729,0.12240383,-0.42961743,-1.3717217,0.02188976,1.1782695,0.5847761,-0.30227262,0.028112499,-1.2515595,0.4999358,-0.94668305,0.07472474,-1.0911149,0.6338282,0.9540342,-0.46629444,0.12224008,32.0,90062500.0,253250000.0,80875000.0,659312500.0,2125000.0,0.0,0.0,0.0,1165.0938,92892150.0,47277636.0,69880.75,2106186.0,12125000.0,1.4767721
1.6063554,-1.0639733,1.5562673,0.2159589,-0.6428058,-0.5268296,-0.02236112,-0.3083529,-0.52181023,-0.62518436,-1.0392939,1.7367373,-2.5166914,0.5361788,-1.5250902,-0.25578865,-0.11225137,0.38938943,-1.4633449,-0.2253375,-0.8630326,-0.56542593,1.1949642,-1.8957386,0.7865293,1.8218385,-1.3612969,1.1016147,1.1294886,-1.1435566,-0.0017644009,-0.38681808,0.050498366,0.14694628,0.5194451,0.8672341,0.8425416,0.2830883,-0.005116732,-0.07141806,0.503143,-0.13643679,-0.56070393,0.097006895,0.008409759,-0.28845993,-0.18285322,0.016550012,-0.13993572,-0.4474869,1.0,27632000000.0,112248000000.0,40434000000.0,329110000000.0,926000000.0,1006000000.0,64000000.0,34000000.0,25499510.0,114032000000.0,62892310000.0,37771.0,2199675.0,8454000000.0,1.288168
1.6063554,-1.0639733,1.5562673,0.2159589,-0.6428058,-0.5268296,-0.02236112,-0.3083529,-0.52181023,-0.62518436,-1.0392939,1.7367373,-2.5166914,0.5361788,-1.5250902,-0.25578865,-0.11225137,0.38938943,-1.4633449,-0.2253375,-0.8630326,-0.56542593,1.1949642,-1.8957386,0.7865293,1.8218385,-1.3612969,1.1016147,1.1294886,-1.1435566,-0.0017644009,-0.38681808,0.050498366,0.14694628,0.5194451,0.8672341,0.8425416,0.2830883,-0.005116732,-0.07141806,0.503143,-0.13643679,-0.56070393,0.097006895,0.008409759,-0.28845993,-0.18285322,0.016550012,-0.13993572,-0.4474869,1.0,12200000000.0,28910000000.0,9304000000.0,89206000000.0,228000000.0,238000000.0,12000000.0,8000000.0,4848386.0,16975164000.0,12467357000.0,37771.0,2222505.0,1360000000.0,1.2659255
0.8936308,-0.45564014,-2.6296523,-0.74967223,0.6293155,1.2599123,0.55249894,0.40283746,1.0154645,0.7957232,-0.05252136,0.73869175,0.82126564,0.11874215,0.5402577,0.38853735,0.017725635,-0.5265565,0.95488125,1.5146997,0.5136415,1.9443502,-1.1094376,-0.49747407,-1.60173,0.8942587,0.29844758,-1.4175676,0.25525528,-0.4125284,0.16632394,-1.8112112,-0.21352844,-2.5217912,0.9118174,0.6086596,0.14635575,0.6286842,-0.9671416,2.267408,-0.25423506,-0.68405473,-0.82163346,0.38698784,-0.20384654,-1.7870483,-0.27885416,1.3058211,-1.1972445,0.1745321,1.0,54770000000.0,60974000000.0,29074000000.0,214212000000.0,3608000000.0,1342000000.0,2122000000.0,174000000.0,0.0,1068594370.0,2191032800.0,0.0,0.0,7954000000.0,1.1379235
